Unnamed: 0,True_LR,Pair.Name,Ligand,Ligand.Name,Receptor,Receptor.Name,complex_pair,source,target,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources,annotation_strategy,partner_a,partner_b
3714,True,HBEGF_ERBB2,HBEGF,heparin binding EGF like growth factor,ERBB2,erb-b2 receptor tyrosine kinase 2,HBEGF_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:12725245,1,1,2,LR,HBEGF,ERBB2
3715,True,HBEGF_ERBB4,HBEGF,heparin binding EGF like growth factor,ERBB4,erb-b2 receptor tyrosine kinase 4,HBEGF_ERBB2_ERBB4,community,COMPLEX:P04626_Q15303,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:12958167;Cellinker:1840698;Cellinker:9135143,3,3,2,LR,HBEGF,ERBB4
3716,True,EREG_EGFR,EREG,epiregulin,EGFR,epidermal growth factor receptor,EREG_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:8626392;Cellinker:9419975,2,2,2,LR,EREG,EGFR
3717,True,EREG_ERBB2,EREG,epiregulin,ERBB2,erb-b2 receptor tyrosine kinase 2,EREG_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:8626392;Cellinker:9419975,2,2,2,LR,EREG,ERBB2
3718,True,EREG_ERBB4,EREG,epiregulin,ERBB4,erb-b2 receptor tyrosine kinase 4,EREG_ERBB2_ERBB4,community,COMPLEX:P04626_Q15303,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker,Cellinker:9419975,1,1,2,LR,EREG,ERBB4
3719,True,NRG1_ERBB2,NRG1,neuregulin 1,ERBB2,erb-b2 receptor tyrosine kinase 2,NRG1_ERBB2_ERBB3,community,COMPLEX:P04626_P21860,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:11555649;Cellinker:7514177;Cellinker:7592681;Cellinker:8702572;Cellinker:9565587,5,5,2,LR,NRG1,ERBB2
3720,True,NRG1_ERBB3,NRG1,neuregulin 1,ERBB3,erb-b2 receptor tyrosine kinase 3,NRG1_ERBB2_ERBB3,community,COMPLEX:P04626_P21860,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:11555649;Cellinker:7514177;Cellinker:7592681;Cellinker:8702572;Cellinker:9565587,5,5,2,LR,NRG1,ERBB3
3721,True,NRG1_ERBB4,NRG1,neuregulin 1,ERBB4,erb-b2 receptor tyrosine kinase 4,NRG1_ERBB2_ERBB4,community,COMPLEX:P04626_Q15303,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker,Cellinker:10537356;Cellinker:1350381;Cellinker:7514177;Cellinker:7721889;Cellinker:8062828;Cellinker:9565587,6,6,2,LR,NRG1,ERBB4
3722,True,NRG2_ERBB2,NRG2,neuregulin 2,ERBB2,erb-b2 receptor tyrosine kinase 2,NRG2_ERBB2_ERBB3,community,COMPLEX:P04626_P21860,1,0,0,0,0,0,CellChatDB;Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:9168114;Cellinker:9168115,2,2,2,LR,NRG2,ERBB2
3723,True,NRG2_ERBB3,NRG2,neuregulin 2,ERBB3,erb-b2 receptor tyrosine kinase 3,NRG2_ERBB2_ERBB3,community,COMPLEX:P04626_P21860,1,0,0,0,0,0,CellChatDB;Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:9168114;Cellinker:9168115,2,2,2,LR,NRG2,ERBB3
3724,True,NRG2_ERBB4,NRG2,neuregulin 2,ERBB4,erb-b2 receptor tyrosine kinase 4,NRG2_ERBB2_ERBB4,community,COMPLEX:P04626_Q15303,1,0,0,0,0,0,CellChatDB;Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:9168114;Cellinker:9168115,2,2,2,LR,NRG2,ERBB4
3725,True,NRG3_ERBB2,NRG3,neuregulin 3,ERBB2,erb-b2 receptor tyrosine kinase 2,NRG3_ERBB2_ERBB4,community,COMPLEX:P04626_Q15303,1,0,0,0,0,0,CellChatDB;Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:9275162,1,1,2,LR,NRG3,ERBB2
3726,True,NRG3_ERBB4,NRG3,neuregulin 3,ERBB4,erb-b2 receptor tyrosine kinase 4,NRG3_ERBB2_ERBB4,community,COMPLEX:P04626_Q15303,1,0,0,0,0,0,CellChatDB;Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:9275162,1,1,2,LR,NRG3,ERBB4
3727,True,NRG4_ERBB2,NRG4,neuregulin 4,ERBB2,erb-b2 receptor tyrosine kinase 2,NRG4_ERBB2_ERBB4,community,COMPLEX:P04626_Q15303,1,0,0,0,0,0,CellChatDB;Cellinker;Guide2Pharma_Cellinker,Cellinker:10348342,1,1,2,LR,NRG4,ERBB2
3728,True,NRG4_ERBB4,NRG4,neuregulin 4,ERBB4,erb-b2 receptor tyrosine kinase 4,NRG4_ERBB2_ERBB4,community,COMPLEX:P04626_Q15303,1,0,0,0,0,0,CellChatDB;Cellinker;Guide2Pharma_Cellinker,Cellinker:10348342,1,1,2,LR,NRG4,ERBB4
3729,True,VEGFC_FLT4,VEGFC,vascular endothelial growth factor C,FLT4,fms related receptor tyrosine kinase 4,VEGFC_FLT4_KDR,community,COMPLEX:P35916_P35968,1,0,0,0,0,0,CellChatDB,CellChatDB:16633338,1,1,1,both,VEGFC,FLT4
3730,True,VEGFC_KDR,VEGFC,vascular endothelial growth factor C,KDR,kinase insert domain receptor,VEGFC_FLT4_KDR,community,COMPLEX:P35916_P35968,1,0,0,0,0,0,CellChatDB,CellChatDB:16633338,1,1,1,both,VEGFC,KDR
3731,True,VEGFD_FLT4,VEGFD,vascular endothelial growth factor D,FLT4,fms related receptor tyrosine kinase 4,VEGFD_FLT4_KDR,community,COMPLEX:P35916_P35968,1,0,0,0,0,0,CellChatDB,CellChatDB:16633338,1,1,1,both,VEGFD,FLT4
3732,True,VEGFD_KDR,VEGFD,vascular endothelial growth factor D,KDR,kinase insert domain receptor,VEGFD_FLT4_KDR,community,COMPLEX:P35916_P35968,1,0,0,0,0,0,CellChatDB,CellChatDB:16633338,1,1,1,both,VEGFD,KDR
3733,True,DHH_PTCH1,DHH,desert hedgehog signaling molecule,PTCH1,patched 1,DHH_PTCH1_SMO,community,COMPLEX:Q13635_Q99835,1,0,0,0,0,0,CellChatDB,CellChatDB:25701396,1,1,1,both,DHH,PTCH1
3734,True,DHH_SMO,DHH,desert hedgehog signaling molecule,SMO,"smoothened, frizzled class receptor",DHH_PTCH1_SMO,community,COMPLEX:Q13635_Q99835,1,0,0,0,0,0,CellChatDB,CellChatDB:25701396,1,1,1,both,DHH,SMO
3735,True,IHH_PTCH1,IHH,Indian hedgehog signaling molecule,PTCH1,patched 1,IHH_PTCH1_SMO,community,COMPLEX:Q13635_Q99835,1,0,0,0,0,0,CellChatDB,CellChatDB:25701396,1,1,1,both,IHH,PTCH1
3736,True,IHH_SMO,IHH,Indian hedgehog signaling molecule,SMO,"smoothened, frizzled class receptor",IHH_PTCH1_SMO,community,COMPLEX:Q13635_Q99835,1,0,0,0,0,0,CellChatDB,CellChatDB:25701396,1,1,1,both,IHH,SMO
3737,True,SHH_PTCH1,SHH,sonic hedgehog signaling molecule,PTCH1,patched 1,SHH_PTCH1_SMO,community,COMPLEX:Q13635_Q99835,1,0,0,0,0,0,CellChatDB,CellChatDB:25701396,1,1,1,both,SHH,PTCH1
3738,True,SHH_SMO,SHH,sonic hedgehog signaling molecule,SMO,"smoothened, frizzled class receptor",SHH_PTCH1_SMO,community,COMPLEX:Q13635_Q99835,1,0,0,0,0,0,CellChatDB,CellChatDB:25701396,1,1,1,both,SHH,SMO
3739,True,DHH_PTCH2,DHH,desert hedgehog signaling molecule,PTCH2,patched 2,DHH_PTCH2_SMO,community,COMPLEX:Q99835_Q9Y6C5,1,0,0,0,0,0,CellChatDB,CellChatDB:25701396,1,1,1,both,DHH,PTCH2
3740,True,IHH_PTCH2,IHH,Indian hedgehog signaling molecule,PTCH2,patched 2,IHH_PTCH2_SMO,community,COMPLEX:Q99835_Q9Y6C5,1,0,0,0,0,0,CellChatDB,CellChatDB:25701396,1,1,1,both,IHH,PTCH2
3741,True,SHH_PTCH2,SHH,sonic hedgehog signaling molecule,PTCH2,patched 2,SHH_PTCH2_SMO,community,COMPLEX:Q99835_Q9Y6C5,1,0,0,0,0,0,CellChatDB,CellChatDB:25701396,1,1,1,both,SHH,PTCH2
3742,True,MIF_CD74,MIF,macrophage migration inhibitory factor,CD74,CD74 molecule,MIF_CD74_CXCR4,community,COMPLEX:P04233_P61073,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:24760155;CellChatDB:29637711;Cellinker:24760155;Cellinker:29637711,4,2,2,both,MIF,CD74
3743,True,MIF_CXCR4,MIF,macrophage migration inhibitory factor,CXCR4,C-X-C motif chemokine receptor 4,MIF_CD74_CXCR4,community,COMPLEX:P04233_P61073,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:24760155;CellChatDB:29637711;Cellinker:24760155;Cellinker:29637711,4,2,2,both,MIF,CXCR4
3744,True,MIF_CD44,MIF,macrophage migration inhibitory factor,CD44,CD44 molecule (Indian blood group),MIF_CD44_CD74,community,COMPLEX:P04233_P16070,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:26175090;CellChatDB:29637711;Cellinker:26175090;Cellinker:29637711,4,2,2,both,MIF,CD44
3745,True,MIF_CXCR2,MIF,macrophage migration inhibitory factor,CXCR2,C-X-C motif chemokine receptor 2,MIF_CD74_CXCR2,community,COMPLEX:P04233_P25025,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:26175090;CellChatDB:29637711;Cellinker:24760155;Cellinker:26175090;Cellinker:26412712;Cellinker:29637711,6,4,2,both,MIF,CXCR2
3746,True,IL4_IL13RA1,IL4,interleukin 4,IL13RA1,interleukin 13 receptor subunit alpha 1,IL4_IL13RA1_IL4R,community,COMPLEX:P24394_P78552,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker,Cellinker:19586918,1,1,2,LR,IL4,IL13RA1
3747,True,IL4_IL13RA2,IL4,interleukin 4,IL13RA2,interleukin 13 receptor subunit alpha 2,IL4_IL13RA2_IL4R,community,COMPLEX:P24394_Q14627,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;HPMR_Cellinker,Cellinker:11786020;Cellinker:7918378;Cellinker:9130652,3,3,2,LR,IL4,IL13RA2
3748,True,IL13_IL13RA2,IL13,interleukin 13,IL13RA2,interleukin 13 receptor subunit alpha 2,IL13_IL13RA2_IL4R,community,COMPLEX:P24394_Q14627,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;HPMR_Cellinker,Cellinker:11003391;Cellinker:11709756;Cellinker:12704343,3,3,2,LR,IL13,IL13RA2
3749,True,CLCF1_LIFR,CLCF1,cardiotrophin like cytokine factor 1,LIFR,LIF receptor subunit alpha,CLCF1_CNTFR_IL6ST_LIFR,community,COMPLEX:P26992_P40189_P42702,1,0,0,0,0,0,CellChatDB;CellPhoneDB,,0,0,2,both,CLCF1,LIFR
3750,True,OSM_LIFR,OSM,oncostatin M,LIFR,LIF receptor subunit alpha,OSM_IL6ST_LIFR,community,COMPLEX:P40189_P42702,1,0,0,0,0,0,CellChatDB;CellPhoneDB;Cellinker;DLRP_Cellinker;HPMR_Cellinker,Cellinker:10854424;Cellinker:1536831;Cellinker:1542794;Cellinker:16051226;Cellinker:26187859,5,5,3,both,OSM,LIFR
3751,True,IL22_IL10RB,IL22,interleukin 22,IL10RB,interleukin 10 receptor subunit beta,IL22_IL10RB_IL22RA1,community,COMPLEX:Q08334_Q8N6P7,1,0,0,0,0,0,CellChatDB;Cellinker;HPMR_Cellinker,Cellinker:10875937;Cellinker:11035029;Cellinker:11564763;Cellinker:58985,4,4,2,LR,IL22,IL10RB
3752,True,IL36RN_IL1RAP,IL36RN,interleukin 36 receptor antagonist,IL1RAP,interleukin 1 receptor accessory protein,IL36RN_IL1RAP_IL1RL2,community,COMPLEX:Q9HB29_Q9NPH3,1,0,0,0,0,0,CellChatDB;CellPhoneDB,,0,0,2,both,IL36RN,IL1RAP
3753,True,IL36RN_IL1RL2,IL36RN,interleukin 36 receptor antagonist,IL1RL2,interleukin 1 receptor like 2,IL36RN_IL1RAP_IL1RL2,community,COMPLEX:Q9HB29_Q9NPH3,1,0,0,0,0,0,CellChatDB;CellPhoneDB,,0,0,2,both,IL36RN,IL1RL2
3754,True,IL1F10_IL1RL2,IL1F10,interleukin 1 family member 10,IL1RL2,interleukin 1 receptor like 2,IL1F10_IL1RAP_IL1RL2,community,COMPLEX:Q9HB29_Q9NPH3,1,0,0,0,0,0,CellChatDB;CellPhoneDB,,0,0,2,both,IL1F10,IL1RL2
3755,True,IL37_IL18RAP,IL37,interleukin 37,IL18RAP,interleukin 18 receptor accessory protein,IL37_IL18R1_IL18RAP,community,COMPLEX:O95256_Q13478,1,1,0,1,1,0,CellChatDB;KEGG-MEDICUS,,0,0,2,LR,IL37,IL18RAP
3756,True,IL25_IL17RA,IL25,interleukin 25,IL17RA,interleukin 17 receptor A,IL25_IL17RA_IL17RB,community,COMPLEX:Q96F46_Q9NRM6,1,0,0,0,0,0,CellChatDB;CellPhoneDB;Cellinker,Cellinker:11058597;Cellinker:18768888;Cellinker:19838198;Cellinker:25204502,4,4,3,both,IL25,IL17RA
3757,True,IL25_IL17RB,IL25,interleukin 25,IL17RB,interleukin 17 receptor B,IL25_IL17RA_IL17RB,community,COMPLEX:Q96F46_Q9NRM6,1,0,0,0,0,0,CellChatDB;CellPhoneDB;Cellinker,Cellinker:11058597;Cellinker:18768888;Cellinker:19838198;Cellinker:25204502,4,4,3,both,IL25,IL17RB
3758,True,SPP1_ITGB6,SPP1,secreted phosphoprotein 1,ITGB6,integrin subunit beta 6,SPP1_ITGAV_ITGB6,community,COMPLEX:P06756_P18564,1,0,0,0,0,0,Baccin2019;CellChatDB;Cellinker;HPMR_Cellinker,Baccin2019:16988024;CellChatDB:21907263;Cellinker:10835423;Cellinker:21907263;Cellinker:28250242,5,4,3,both,SPP1,ITGB6
3759,True,ANGPTL2_ITGA5,ANGPTL2,angiopoietin like 2,ITGA5,integrin subunit alpha 5,ANGPTL2_ITGA5_ITGB1,community,COMPLEX:P05556_P08648,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:24478758;Cellinker:24478758,2,1,2,both,ANGPTL2,ITGA5
3760,True,ANGPTL2_ITGB1,ANGPTL2,angiopoietin like 2,ITGB1,integrin subunit beta 1,ANGPTL2_ITGA5_ITGB1,community,COMPLEX:P05556_P08648,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:24478758;Cellinker:24478758,2,1,2,both,ANGPTL2,ITGB1
3761,True,ANGPTL3_ITGAV,ANGPTL3,angiopoietin like 3,ITGAV,integrin subunit alpha V,ANGPTL3_ITGAV_ITGB3,community,COMPLEX:P05106_P06756,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:11877390;Cellinker:11877390,2,1,2,both,ANGPTL3,ITGAV
3762,True,ANGPTL3_ITGB3,ANGPTL3,angiopoietin like 3,ITGB3,integrin subunit beta 3,ANGPTL3_ITGAV_ITGB3,community,COMPLEX:P05106_P06756,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:11877390;Cellinker:11877390,2,1,2,both,ANGPTL3,ITGB3
3763,True,MDK_ITGA4,MDK,midkine,ITGA4,integrin subunit alpha 4,MDK_ITGA4_ITGB1,community,COMPLEX:P05556_P13612,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:28356350;Cellinker:28356350,2,1,2,both,MDK,ITGA4
3764,True,MDK_ITGB1,MDK,midkine,ITGB1,integrin subunit beta 1,MDK_ITGA4_ITGB1,community,COMPLEX:P05556_P13612,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:28356350;Cellinker:28356350,2,1,2,both,MDK,ITGB1
3765,True,MDK_ITGA6,MDK,midkine,ITGA6,integrin subunit alpha 6,MDK_ITGA6_ITGB1,community,COMPLEX:P05556_P23229,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:28356350;Cellinker:28356350,2,1,2,both,MDK,ITGA6
3766,True,SEMA3B_NRP1,SEMA3B,semaphorin 3B,NRP1,neuropilin 1,SEMA3B_NRP1_PLXNA1,community,COMPLEX:O14786_Q9UIW2,1,0,0,0,0,0,CellChatDB,CellChatDB:27533782,1,1,1,both,SEMA3B,NRP1
3767,True,SEMA3B_PLXNA2,SEMA3B,semaphorin 3B,PLXNA2,plexin A2,SEMA3B_NRP1_PLXNA2,community,COMPLEX:O14786_O75051,1,0,0,0,0,0,CellChatDB,CellChatDB:27533782,1,1,1,both,SEMA3B,PLXNA2
3768,True,SEMA3B_PLXNA4,SEMA3B,semaphorin 3B,PLXNA4,plexin A4,SEMA3B_NRP1_PLXNA4,community,COMPLEX:O14786_Q9HCM2,1,0,0,0,0,0,CellChatDB;Cellinker;HPMR_Cellinker,CellChatDB:27533782;Cellinker:19887479,2,2,2,both,SEMA3B,PLXNA4
3769,True,SEMA3C_NRP1,SEMA3C,semaphorin 3C,NRP1,neuropilin 1,SEMA3C_NRP1_PLXNA1,community,COMPLEX:O14786_Q9UIW2,1,0,0,0,0,0,CellChatDB,CellChatDB:27533782,1,1,1,both,SEMA3C,NRP1
3770,True,SEMA3C_PLXNA2,SEMA3C,semaphorin 3C,PLXNA2,plexin A2,SEMA3C_NRP1_PLXNA2,community,COMPLEX:O14786_O75051,1,0,0,0,0,0,CellChatDB,CellChatDB:27533782,1,1,1,both,SEMA3C,PLXNA2
3771,True,SEMA3D_NRP1,SEMA3D,semaphorin 3D,NRP1,neuropilin 1,SEMA3D_NRP1_PLXNA1,community,COMPLEX:O14786_Q9UIW2,1,0,0,0,0,0,CellChatDB,CellChatDB:27533782,1,1,1,both,SEMA3D,NRP1
3772,True,SEMA3B_NRP2,SEMA3B,semaphorin 3B,NRP2,neuropilin 2,SEMA3B_NRP2_PLXNA1,community,COMPLEX:O60462_Q9UIW2,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:27533782;Cellinker:27533782,2,1,2,both,SEMA3B,NRP2
3773,True,SEMA3C_NRP2,SEMA3C,semaphorin 3C,NRP2,neuropilin 2,SEMA3C_NRP2_PLXNA1,community,COMPLEX:O60462_Q9UIW2,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:27533782;Cellinker:27533782,2,1,2,both,SEMA3C,NRP2
3774,True,SEMA3F_NRP2,SEMA3F,semaphorin 3F,NRP2,neuropilin 2,SEMA3F_NRP2_PLXNA1,community,COMPLEX:O60462_Q9UIW2,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:27533782;Cellinker:27533782,2,1,2,both,SEMA3F,NRP2
3775,True,SEMA3F_PLXNA1,SEMA3F,semaphorin 3F,PLXNA1,plexin A1,SEMA3F_NRP2_PLXNA1,community,COMPLEX:O60462_Q9UIW2,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:27533782;Cellinker:27533782,2,1,2,both,SEMA3F,PLXNA1
3776,True,SEMA3F_PLXNA3,SEMA3F,semaphorin 3F,PLXNA3,plexin A3,SEMA3F_NRP2_PLXNA3,community,COMPLEX:O60462_P51805,1,0,0,0,0,0,CellChatDB;Cellinker;HPMR_Cellinker,CellChatDB:27533782;Cellinker:15721238;Cellinker:27533782,3,2,2,both,SEMA3F,PLXNA3
3777,True,SEMA3G_NRP2,SEMA3G,semaphorin 3G,NRP2,neuropilin 2,SEMA3G_NRP2_PLXNA1,community,COMPLEX:O60462_Q9UIW2,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:27533782;Cellinker:27533782,2,1,2,both,SEMA3G,NRP2
3778,True,SEMA3C_PLXND1,SEMA3C,semaphorin 3C,PLXND1,plexin D1,SEMA3C_NRP1_NRP2_PLXND1,community,COMPLEX:O14786_O60462_Q9Y4D7,1,0,0,0,0,0,CellChatDB,CellChatDB:27533782,1,1,1,both,SEMA3C,PLXND1
3779,True,FN1_ITGA3,FN1,fibronectin 1,ITGA3,integrin subunit alpha 3,FN1_ITGA3_ITGB1,community,COMPLEX:P05556_P26006,1,0,0,0,0,0,CellChatDB;CellPhoneDB;Cellinker,Cellinker:9733622,1,1,3,LR,FN1,ITGA3
3780,True,FN1_ITGA4,FN1,fibronectin 1,ITGA4,integrin subunit alpha 4,FN1_ITGA4_ITGB1,community,COMPLEX:P05556_P13612,1,0,0,0,0,0,Baccin2019;CellChatDB;CellPhoneDB,Baccin2019:16988024,1,1,3,LR,FN1,ITGA4
3781,True,LAMA1_ITGA2,LAMA1,laminin subunit alpha 1,ITGA2,integrin subunit alpha 2,LAMA1_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:9688542,1,1,2,LR,LAMA1,ITGA2
3782,True,LAMA1_ITGB1,LAMA1,laminin subunit alpha 1,ITGB1,integrin subunit beta 1,LAMA1_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:9688542,1,1,2,LR,LAMA1,ITGB1
3783,True,LAMA2_ITGA2,LAMA2,laminin subunit alpha 2,ITGA2,integrin subunit alpha 2,LAMA2_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMA2,ITGA2
3784,True,LAMA2_ITGB1,LAMA2,laminin subunit alpha 2,ITGB1,integrin subunit beta 1,LAMA2_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMA2,ITGB1
3785,True,LAMA3_ITGA2,LAMA3,laminin subunit alpha 3,ITGA2,integrin subunit alpha 2,LAMA3_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMA3,ITGA2
3786,True,LAMA3_ITGB1,LAMA3,laminin subunit alpha 3,ITGB1,integrin subunit beta 1,LAMA3_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMA3,ITGB1
3787,True,LAMA4_ITGA2,LAMA4,laminin subunit alpha 4,ITGA2,integrin subunit alpha 2,LAMA4_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMA4,ITGA2
3788,True,LAMA4_ITGB1,LAMA4,laminin subunit alpha 4,ITGB1,integrin subunit beta 1,LAMA4_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMA4,ITGB1
3789,True,LAMA5_ITGA2,LAMA5,laminin subunit alpha 5,ITGA2,integrin subunit alpha 2,LAMA5_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMA5,ITGA2
3790,True,LAMA5_ITGB1,LAMA5,laminin subunit alpha 5,ITGB1,integrin subunit beta 1,LAMA5_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMA5,ITGB1
3791,True,LAMB1_ITGA2,LAMB1,laminin subunit beta 1,ITGA2,integrin subunit alpha 2,LAMB1_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMB1,ITGA2
3792,True,LAMB1_ITGB1,LAMB1,laminin subunit beta 1,ITGB1,integrin subunit beta 1,LAMB1_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMB1,ITGB1
3793,True,LAMB2_ITGA2,LAMB2,laminin subunit beta 2,ITGA2,integrin subunit alpha 2,LAMB2_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMB2,ITGA2
3794,True,LAMB2_ITGB1,LAMB2,laminin subunit beta 2,ITGB1,integrin subunit beta 1,LAMB2_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMB2,ITGB1
3795,True,LAMB3_ITGA2,LAMB3,laminin subunit beta 3,ITGA2,integrin subunit alpha 2,LAMB3_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMB3,ITGA2
3796,True,LAMB3_ITGB1,LAMB3,laminin subunit beta 3,ITGB1,integrin subunit beta 1,LAMB3_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMB3,ITGB1
3797,True,LAMC1_ITGA2,LAMC1,laminin subunit gamma 1,ITGA2,integrin subunit alpha 2,LAMC1_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB;CellPhoneDB,,0,0,2,LR,LAMC1,ITGA2
3798,True,LAMC1_ITGB1,LAMC1,laminin subunit gamma 1,ITGB1,integrin subunit beta 1,LAMC1_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB;CellPhoneDB,,0,0,2,LR,LAMC1,ITGB1
3799,True,LAMC2_ITGA2,LAMC2,laminin subunit gamma 2,ITGA2,integrin subunit alpha 2,LAMC2_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMC2,ITGA2
3800,True,LAMC2_ITGB1,LAMC2,laminin subunit gamma 2,ITGB1,integrin subunit beta 1,LAMC2_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMC2,ITGB1
3801,True,LAMC3_ITGA2,LAMC3,laminin subunit gamma 3,ITGA2,integrin subunit alpha 2,LAMC3_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMC3,ITGA2
3802,True,LAMC3_ITGB1,LAMC3,laminin subunit gamma 3,ITGB1,integrin subunit beta 1,LAMC3_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LAMC3,ITGB1
3803,True,CHAD_ITGA2,CHAD,chondroadherin,ITGA2,integrin subunit alpha 2,CHAD_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB;Cellinker;HPMR_Cellinker,Cellinker:9281592,1,1,2,LR,CHAD,ITGA2
3804,True,CHAD_ITGB1,CHAD,chondroadherin,ITGB1,integrin subunit beta 1,CHAD_ITGA2_ITGB1,community,COMPLEX:P05556_P17301,1,0,0,0,0,0,CellChatDB;Cellinker;HPMR_Cellinker,Cellinker:9281592,1,1,2,LR,CHAD,ITGB1
