gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	T
CAV1	Q03135	False	CAV1_HUMAN		CPI-SS0126A9645	0.0	0.0	0.0	0.0	0.007	0.0	0.0
CAV1	Q03135	False	CAV1_HUMAN		CPI-SS0398E864A	0.0	0.0	0.0	0.0	0.007	0.0	0.0
CAV1	Q03135	False	CAV1_HUMAN		CPI-SS0D4BE9D37	0.0	0.0	0.0	0.0	0.007	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS03666DA7A	0.0	0.059	0.0	0.012	0.0	0.041	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.0	0.059	0.0	0.012	0.0	0.041	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0ABB32BF0	0.0	0.059	0.0	0.012	0.0	0.041	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B9E7D0EC	0.0	0.059	0.0	0.012	0.0	0.041	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	0.0	0.059	0.0	0.012	0.0	0.041	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.0	0.059	0.0	0.012	0.0	0.041	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS036B7E46C	0.0	0.059	0.0	0.012	0.0	0.041	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS05CA2B2B4	0.0	0.059	0.0	0.012	0.0	0.041	0.0
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0C39D566E	0.038	0.062	0.0	0.051	0.17	0.069	0.031
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.038	0.062	0.0	0.051	0.17	0.069	0.031
F2R	P25116	False	F2R_HUMAN		CPI-SS00FD788E8	0.032	0.0	0.0	0.016	0.068	0.016	0.217
F2R	P25116	False	F2R_HUMAN		CPI-SS0AE8C3A27	0.032	0.0	0.0	0.016	0.068	0.016	0.217
F2R	P25116	False	F2R_HUMAN		CPI-SS01B37D7D8	0.032	0.0	0.0	0.016	0.068	0.016	0.217
F2R	P25116	False	F2R_HUMAN		CPI-SS0A94DAC37	0.032	0.0	0.0	0.016	0.068	0.016	0.217
F2R	P25116	False	F2R_HUMAN		CPI-SS072BEC00E	0.032	0.0	0.0	0.016	0.068	0.016	0.217
F2R	P25116	False	F2R_HUMAN		CPI-SS07EA09568	0.032	0.0	0.0	0.016	0.068	0.016	0.217
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS0A3CA0C16	0.033	0.015	0.0	0.187	0.02	0.627	0.175
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS027E3D40A	0.033	0.015	0.0	0.187	0.02	0.627	0.175
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.033	0.015	0.0	0.187	0.02	0.627	0.175
S1PR1	P21453	False	S1PR1_HUMAN		CPI-SS0BAC17AD7	0.099	0.009	0.0	0.005	0.011	0.013	0.248
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0DE107E3C	0.0	0.0	0.0	0.004	0.0	0.003	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.0	0.004	0.0	0.003	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0315F51DD	0.0	0.0	0.0	0.004	0.0	0.003	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.0	0.004	0.0	0.003	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0F562FEA5	0.0	0.0	0.0	0.004	0.0	0.003	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	0.0	0.0	0.0	0.004	0.0	0.003	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C2B9C062	0.0	0.0	0.0	0.004	0.0	0.003	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS001BAA737	0.0	0.0	0.0	0.004	0.0	0.003	0.0
FPR1	P21462	False	FPR1_HUMAN		CPI-SS08D8EC856	0.0	0.026	0.0	0.045	0.007	0.087	0.059
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.0	0.026	0.0	0.045	0.007	0.087	0.059
TBXA2R	P21731	False	TBXA2R_HUMAN		CPI-SS09BED5DD4	0.0	0.006	0.0	0.0	0.01	0.001	0.0
ADCY7	P51828	False	ADCY7_HUMAN		CPI-SS0DE6FCF38	0.0	0.22	0.145	0.214	0.035	0.176	0.058
S1PR3	Q99500	False	S1PR3_HUMAN		CPI-SS0CA4C783F	0.0	0.0	0.0	0.084	0.004	0.11	0.0
S1PR5	Q9H228	False	S1PR5_HUMAN		CPI-SS091AAE861	0.0	0.0	0.0	0.0	0.0	0.0	0.076
LPAR3	Q9UBY5	False	LPAR3_HUMAN		CPI-SS03BD27349	0.041	0.0	0.0	0.0	0.0	0.0	0.0
ALCAM	Q13740	False	ALCAM_HUMAN		CPI-SS03D3108AE	0.136	0.331	0.0	0.165	0.214	0.126	0.067
ALCAM	Q13740	False	ALCAM_HUMAN		CPI-SS08991B378	0.136	0.331	0.0	0.165	0.214	0.126	0.067
ALCAM	Q13740	False	ALCAM_HUMAN		CPI-SS0E873DD1D	0.136	0.331	0.0	0.165	0.214	0.126	0.067
ALCAM	Q13740	False	ALCAM_HUMAN		CPI-SS0990BCA45	0.136	0.331	0.0	0.165	0.214	0.126	0.067
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS03B60356D	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS00BC1D7B7	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS01C1F9BD5	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS07BD289CC	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0CA60658F	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS05D25E16C	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0B2A7EE22	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS01611BFB1	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02732F2A4	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0D47CF8AB	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS031728D8B	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0B54D7D88	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS08E77BC24	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS07FDE0981	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0401F61EA	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0DACCF1C5	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0B0C9B5EB	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0BDEDE435	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0CAD4D1F3	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS052F44300	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS03A1FC511	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS088CA72FA	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0C4DE5745	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0BE6345A1	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS09F7411A6	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0B982FDFC	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS09E7E3A89	0.0	0.072	0.209	0.333	0.005	0.5	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0D0AAD278	0.0	0.072	0.209	0.333	0.005	0.5	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS058A32703	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS02BF2E3B8	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0805DE8B6	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS019974A83	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0F6313749	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS004E2CF6B	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0BEA699C6	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS09FE3FCD6	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0A0F54D53	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS09112AE47	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS052C1D0E7	0.029	0.058	0.0	0.043	0.055	0.059	0.0
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0B1190CD5	0.029	0.058	0.0	0.043	0.055	0.059	0.0
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0E4272D6E	0.029	0.058	0.0	0.043	0.055	0.059	0.0
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS095F30639	0.029	0.058	0.0	0.043	0.055	0.059	0.0
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0077CF16A	0.029	0.058	0.0	0.043	0.055	0.059	0.0
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS089D6E438	0.029	0.058	0.0	0.043	0.055	0.059	0.0
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0DCBC051A	0.029	0.058	0.0	0.043	0.055	0.059	0.0
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS062574DF1	0.029	0.058	0.0	0.043	0.055	0.059	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0F6C256BB	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS05CBE1108	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0683A318D	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0371773ED	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS095B656F8	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS08EF9A487	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0C8D03B03	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0A056285E	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS07B22F53C	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS099D8A355	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0DB833B3F	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0D4D0A5DA	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0D5C22B5B	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS061158AC6	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0B572E64A	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0122AF98A	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0E124F269	0.0	0.014	0.0	0.004	0.053	0.004	0.04
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS081035DEE	0.1	0.91	1.04	0.49	0.472	0.487	0.507
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0917DCF52	0.1	0.91	1.04	0.49	0.472	0.487	0.507
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0C2FD6EFC	0.1	0.91	1.04	0.49	0.472	0.487	0.507
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0DB9B9B49	0.1	0.91	1.04	0.49	0.472	0.487	0.507
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS09B7E7E15	0.1	0.91	1.04	0.49	0.472	0.487	0.507
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS044700115	0.1	0.91	1.04	0.49	0.472	0.487	0.507
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS05E90015E	0.03	0.0	0.0	0.003	0.02	0.001	0.0
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS0ABEA8AB7	0.03	0.0	0.0	0.003	0.02	0.001	0.0
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS06EEF3EB3	0.03	0.0	0.0	0.003	0.02	0.001	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS0A963B02A	0.0	0.007	0.0	0.011	0.003	0.004	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS0E90C0E37	0.0	0.007	0.0	0.011	0.003	0.004	0.0
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.122	0.0	0.043	0.0	0.0
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS02F1B2170	0.0	0.0	0.122	0.0	0.043	0.0	0.0
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS05F88F595	0.0	0.0	0.122	0.0	0.043	0.0	0.0
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS07D70FA3D	0.0	0.0	0.122	0.0	0.043	0.0	0.0
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS0EDD4F3A6	0.0	0.0	0.122	0.0	0.043	0.0	0.0
GP9	P14770	False	GP9_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.0	0.005	0.001	0.0
GP9	P14770	False	GP9_HUMAN		CPI-SS014044B97	0.0	0.0	0.0	0.0	0.005	0.001	0.0
GP9	P14770	False	GP9_HUMAN		CPI-SS06EC816B2	0.0	0.0	0.0	0.0	0.005	0.001	0.0
GP9	P14770	False	GP9_HUMAN		CPI-SS0D976DC4F	0.0	0.0	0.0	0.0	0.005	0.001	0.0
GP9	P14770	False	GP9_HUMAN		CPI-SS0853C0705	0.0	0.0	0.0	0.0	0.005	0.001	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS091DB0F57	0.0	0.0	0.283	0.007	0.076	0.002	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS01606F44A	0.0	0.0	0.283	0.007	0.076	0.002	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS0AC90ECBB	0.0	0.0	0.283	0.007	0.076	0.002	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS0A0438C9D	0.0	0.0	0.283	0.007	0.076	0.002	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS022C0B580	0.0	0.0	0.283	0.007	0.076	0.002	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS02FB86CD3	0.0	0.0	0.283	0.007	0.076	0.002	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0AE5FACC1	0.056	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0C78BBDA2	0.056	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0E3765D0D	0.056	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS09505F157	0.056	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS068F0DB9A	0.056	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0F66C2711	0.056	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0234F582B	0.056	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0823014AA	0.056	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS047446339	0.056	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0213B7691	0.056	0.0	0.0	0.0	0.0	0.0	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS0A31FDB2B	0.0	0.0	0.0	0.0	0.005	0.001	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.0	0.0	0.0	0.0	0.005	0.001	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS08678B128	0.0	0.0	0.0	0.0	0.005	0.001	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS0AE8528B2	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS0EAB0009F	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS00C01BC3E	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS06807FE55	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS0A182679F	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS02341850C	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS0FBA87D93	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS067FB30D1	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS0D4B1A2EB	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS0003E9638	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS04AAB151C	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS066C66704	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS0E34539EB	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS0BCAB7F53	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS044410085	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS010B52BDD	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS020F28ACA	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD44	P16070	False	CD44_HUMAN		CPI-SS0E3AD9C57	0.917	1.151	0.614	1.397	2.035	1.381	0.985
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.0	0.0	0.0	0.005	0.0	0.006	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0A53B10C5	0.0	0.0	0.0	0.005	0.0	0.006	0.0
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS08ED148A9	0.0	0.01	0.0	0.013	0.02	0.024	0.0
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS0C07D783B	0.0	0.01	0.0	0.013	0.02	0.024	0.0
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS0952204AA	0.0	0.01	0.0	0.013	0.02	0.024	0.0
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS07460D480	0.0	0.01	0.0	0.013	0.02	0.024	0.0
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS0A977E10A	0.0	0.01	0.0	0.013	0.02	0.024	0.0
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS057D7BC43	0.0	0.01	0.0	0.013	0.02	0.024	0.0
SORL1	Q92673	False	SORL1_HUMAN		CPI-SS054E39503	0.077	0.24	0.0	0.239	0.452	0.273	0.222
SORL1	Q92673	False	SORL1_HUMAN		CPI-SS07ACDDCD6	0.077	0.24	0.0	0.239	0.452	0.273	0.222
SORL1	Q92673	False	SORL1_HUMAN		CPI-SS083CBFACD	0.077	0.24	0.0	0.239	0.452	0.273	0.222
SORL1	Q92673	False	SORL1_HUMAN		CPI-SS0C38268C2	0.077	0.24	0.0	0.239	0.452	0.273	0.222
LRP8	Q14114	False	LRP8_HUMAN		CPI-SS0D5D83679	0.0	0.039	0.052	0.081	0.098	0.043	0.056
LRP8	Q14114	False	LRP8_HUMAN		CPI-SS0B9BDF9EA	0.0	0.039	0.052	0.081	0.098	0.043	0.056
LSR	Q86X29	False	LSR_HUMAN		CPI-SS026E76168	0.077	0.01	0.135	0.0	0.002	0.001	0.123
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	0.077	0.01	0.135	0.0	0.002	0.001	0.123
LSR	Q86X29	False	LSR_HUMAN		CPI-SS02EAE9C0B	0.077	0.01	0.135	0.0	0.002	0.001	0.123
SORT1	Q99523	False	SORT1_HUMAN		CPI-SS02A53F29E	0.0	0.05	0.0	0.131	0.006	0.113	0.0
SORT1	Q99523	False	SORT1_HUMAN		CPI-SS00D15753B	0.0	0.05	0.0	0.131	0.006	0.113	0.0
SORT1	Q99523	False	SORT1_HUMAN		CPI-SS07CCAD9BF	0.0	0.05	0.0	0.131	0.006	0.113	0.0
SORT1	Q99523	False	SORT1_HUMAN		CPI-SS04F3A1E5C	0.0	0.05	0.0	0.131	0.006	0.113	0.0
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS03796A3C1	0.0	0.058	0.122	0.016	0.076	0.007	0.198
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS0F276B74E	0.0	0.058	0.122	0.016	0.076	0.007	0.198
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS075296A07	0.0	0.058	0.122	0.016	0.076	0.007	0.198
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS01B2A39E8	0.0	0.058	0.122	0.016	0.076	0.007	0.198
CD200	P41217	False	CD200_HUMAN		CPI-SS0F23DBE89	0.0	0.017	0.0	0.006	0.014	0.003	0.0
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS0A5A90AA8	0.092	0.587	0.095	1.055	0.603	1.075	0.03
CSF2RA	P15509	False	CSF2RA_HUMAN		CPI-SS00EFF7596	0.0	0.388	0.0	0.255	0.01	0.236	0.0
SLC7A1	P30825	False	SLC7A1_HUMAN		CPI-SS03105D292	0.032	0.034	0.053	0.011	0.044	0.013	0.0
SLC7A1	P30825	False	SLC7A1_HUMAN		CPI-SS0795802F6	0.032	0.034	0.053	0.011	0.044	0.013	0.0
CELSR3	Q9NYQ7	False	CELSR3_HUMAN		CPI-SS086615F9B	0.0	0.0	0.0	0.004	0.002	0.002	0.0
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS045B7AEFA	0.074	0.098	0.102	0.182	0.151	0.249	0.0
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS02B3466B9	1.834	1.969	0.947	1.982	1.23	2.012	2.101
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0684736E9	1.834	1.969	0.947	1.982	1.23	2.012	2.101
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0CA07DF4D	1.834	1.969	0.947	1.982	1.23	2.012	2.101
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0ACA611DA	1.834	1.969	0.947	1.982	1.23	2.012	2.101
CDH1	P12830	False	CDH1_HUMAN		CPI-SS09D03466D	0.0	0.0	0.297	0.0	0.005	0.001	0.0
CDH1	P12830	False	CDH1_HUMAN		CPI-SS05AA926F6	0.0	0.0	0.297	0.0	0.005	0.001	0.0
CDH1	P12830	False	CDH1_HUMAN		CPI-SS032900992	0.0	0.0	0.297	0.0	0.005	0.001	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS00CFAFE79	0.033	0.141	0.151	0.178	0.015	0.167	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS050F23BBC	0.033	0.141	0.151	0.178	0.015	0.167	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.033	0.141	0.151	0.178	0.015	0.167	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS04ACBDE69	0.033	0.141	0.151	0.178	0.015	0.167	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS01205E292	0.033	0.141	0.151	0.178	0.015	0.167	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS019B0C6B8	0.033	0.141	0.151	0.178	0.015	0.167	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0596B1240	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS06A3BD338	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0F7F48304	0.0	0.0	0.0	0.005	0.012	0.001	0.0
